r(t) - SetPoint; t - Tempo;e(t) - Erro;u(t) - Saído do Controlador;y(t) - Variável de Processo
1;0;1;27;-1.39175750532525E-101
1;0.02;0.925593486985681;0.0110241486133931;0.0744065130143188
1;0.04;0.680572616609644;-4.72586465644193;0.319427383390356
1;0.06;0.462567806078702;-4.47286132904424;0.537432193921298
1;0.08;0.309791776552403;-3.13844250685919;0.690208223447597
1;0.1;0.234068686514639;-1.35736936419029;0.765931313485361
1;0.12;0.160144762921908;-1.45555667651964;0.839855237078092
1;0.14;0.142731083162329;-0.0744250449515595;0.857268916837671
1;0.16;0.122866333918179;-0.172576658890884;0.877133666081821
1;0.18;0.11433771038049;0.0962265633736243;0.88566228961951
1;0.2;0.11585721731942;0.352755593374569;0.88414278268058
1;0.22;0.124196942607109;0.542257647015311;0.875803057392891
1;0.24;0.136470281963226;0.667628616290386;0.863529718036774
1;0.26;0.150594534508706;0.744879356754687;0.849405465491294
1;0.28;0.165201885619585;0.789183413801596;0.834798114380415
1;0.3;0.179449950700211;0.812001430918911;0.820550049299789
1;0.32;0.192853752781637;0.821291459115769;0.807146247218363
1;0.34;0.205161424649722;0.822360622574047;0.794838575350278
1;0.36;0.216268576551698;0.818665155718267;0.783731423448302
1;0.38;0.223800146013271;0.748664105162375;0.776199853986729
1;0.4;0.232884545173255;0.81012964886288;0.767115454826745
1;0.42;0.241290034174491;0.81462556380012;0.758709965825509
1;0.44;0.248614998623501;0.807088179575978;0.751385001376499
1;0.46;0.254791605683674;0.795704758947869;0.745208394316326
1;0.48;0.259928316590069;0.785076609029883;0.740071683409931
1;0.5;0.264161867856598;0.776163286898093;0.735838132143402
1;0.52;0.267618595126977;0.768939378892233;0.732381404873023
1;0.54;0.270406462445267;0.763145986629125;0.729593537554733
1;0.56;0.272616039454813;0.758516012178525;0.727383960545187
1;0.58;0.274323409906187;0.754827909916066;0.725676590093813
1;0.6;0.275592991675967;0.751908824613901;0.724407008324033
1;0.62;0.276291067349263;0.744529183381914;0.723708932650737
1;0.64;0.276928644651498;0.749817700056844;0.723071355348502
1;0.66;0.277296004690961;0.7493355614595;0.722703995309039
1;0.68;0.277382274678221;0.748026770222761;0.722617725321779
1;0.7;0.277208821941394;0.746734442140499;0.722791178058606
1;0.72;0.276809562666288;0.74583493657214;0.723190437333712
1;0.74;0.276217023311892;0.745354047134425;0.723782976688108
1;0.76;0.275459351697243;0.745234737865038;0.724540648302757
1;0.78;0.274560262137401;0.745410297149475;0.725439737862599
1;0.8;0.273539698888059;0.745823533656036;0.726460301111941
1;0.82;0.272414546037092;0.746429281891242;0.727585453962908
1;0.84;0.271199219453629;0.747192576332656;0.728800780546371
1;0.86;0.269906127208659;0.748086234694115;0.730093872791341
1;0.88;0.268546022061698;0.749088824394589;0.731453977938302
1;0.9;0.267487725840931;0.759888375549139;0.732512274159069
1;0.92;0.26602021858915;0.752072839787049;0.73397978141085
1;0.940000000000001;0.264439017831613;0.751388504999856;0.735560982168387
1;0.960000000000001;0.262813579282607;0.752320463471749;0.737186420717393
1;0.980000000000001;0.261173968549122;0.753943208978459;0.738826031450878
1;1;0.259526636126194;0.755678981267509;0.740473363873806
1;1.02;0.257872300900047;0.757385773457265;0.742127699099953
1;1.04;0.256210831961617;0.75904193879133;0.743789168038383
1;1.06;0.254542473664194;0.760657204860893;0.745457526335806
1;1.08;0.25286797077766;0.762245433833332;0.74713202922234
1;1.1;0.251188427171083;0.763817688034658;0.748811572828917
1;1.12;0.249505143409661;0.765381385184109;0.750494856590339
1;1.14;0.24781949214869;0.766940998041636;0.75218050785131
1;1.16;0.246132835239209;0.768498932852898;0.753867164760791
1;1.18;0.244868088515001;0.781439850741089;0.755131911484999
1;1.2;0.243168709823962;0.772072655958538;0.756831290176038
1;1.22;0.241390365499502;0.771405200670572;0.758609634500498
1;1.24;0.239610356099613;0.77263136229506;0.760389643900387
1;1.26;0.23785785110049;0.774606169437954;0.76214214889951
1;1.28;0.236134276825445;0.776639446011825;0.763865723174555
1;1.3;0.234435052793721;0.778572439567912;0.765564947206279
1;1.32;0.232755392484954;0.780390913080177;0.767244607515046
1;1.34;0.231091645621049;0.782116363323615;0.768908354378951
1;1.36;0.229441326060661;0.783773239703186;0.770558673939339
1;1.38;0.22780284198736;0.785380985254971;0.77219715801264
1;1.4;0.226175222315733;0.786953412793313;0.773824777684267
1;1.42;0.224557905653252;0.788499859143318;0.775442094346748
1;1.44;0.223351611609325;0.800853994632381;0.776648388390675
1;1.46;0.22173834981515;0.791920309520013;0.77826165018485
1;1.48;0.220057641339866;0.791307492538028;0.779942358660134
1;1.5;0.218381444743349;0.792469049140962;0.781618555256651
1;1.52;0.216737165200541;0.79434604529294;0.783262834799459
1;1.54;0.215126066335983;0.796288107824084;0.784873933664017
1;1.56;0.213543072279958;0.798127261252078;0.786456927720042
1;1.58;0.211982876785779;0.799847695755471;0.788017123214221
1;1.6;0.21044134561798;0.801470899115088;0.78955865438202
1;1.62;0.208915559358655;0.803021776220648;0.791084440641345
1;1.64;0.207403543120089;0.804520305449663;0.792596456879911
1;1.66;0.205903988310363;0.805980802413614;0.794096011689637
1;1.68;0.204416036305202;0.807413048283622;0.795583963694798
1;1.7;0.203307451172873;0.818768370565869;0.796692548827127
1;1.72;0.201826305827046;0.810558223560223;0.798173694172954
1;1.74;0.200284678613661;0.809999448561043;0.799715321386339
1;1.76;0.198749399526534;0.811093287115515;0.801250600473466
1;1.78;0.197244971255119;0.812830688956012;0.802755028744881
1;1.8;0.195771670919178;0.814607186096085;0.804228329080822
1;1.82;0.194324648414032;0.816285520274049;0.805675351585968
1;1.84;0.192899001509956;0.81785510946093;0.807100998490044
1;1.86;0.191490931528748;0.819336372600412;0.808509068471252
1;1.88;0.190097747942031;0.820751983919831;0.809902252057969
1;1.9;0.188717615723714;0.822119958652035;0.811282384276286
1;1.92;0.18734930296258;0.823453171873816;0.81265069703742
1;1.94;0.186331651338255;0.833931383104643;0.813668348661745
1;1.96;0.184958037457219;0.826011731951559;0.815041962542781
1;1.98;0.183533515017892;0.825589133864776;0.816466484982108
1;2;0.182125722092033;0.826862456150119;0.817874277907967
